ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5070580,HM677223,10/21/2006 10:00:00 PM,043XX W CORTEZ ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1111,011,37,23,26,1147289,1906645,2006,04/15/2016 08:55:02 AM,41.899797013,-87.734452142,"(41.899797013, -87.734452142)"
5070581,HM506050,07/29/2006 01:46:58 AM,040XX S BRIGHTON PL,2022,NARCOTICS,POSS: COCAINE,ALLEY,true,false,0912,009,12,58,18,1159136,1877852,2006,04/15/2016 08:55:02 AM,41.820550878,-87.69172815,"(41.820550878, -87.69172815)"
5070582,HM518480,08/04/2006 12:56:00 AM,037XX N ELSTON AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,SIDEWALK,true,false,1733,017,35,16,22,1153151,1924650,2006,04/15/2016 08:55:02 AM,41.949089923,-87.712441963,"(41.949089923, -87.712441963)"
5070584,HM500759,07/26/2006 04:45:00 PM,023XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,0134,001,3,33,18,1176685,1888760,2006,04/15/2016 08:55:02 AM,41.850105653,-87.627021508,"(41.850105653, -87.627021508)"
5070588,HM677192,10/22/2006 10:00:00 PM,032XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1123,011,28,27,14,1154835,1900500,2006,04/15/2016 08:55:02 AM,41.882786648,-87.706900228,"(41.882786648, -87.706900228)"
5070597,HM677221,10/13/2006 07:00:00 PM,002XX W RANDOLPH ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,0113,001,42,32,06,1174560,1901264,2006,04/15/2016 08:55:02 AM,41.88446517,-87.634446911,"(41.88446517, -87.634446911)"
5070599,HM519863,08/04/2006 05:16:37 PM,042XX N LAKE SHORE DR NB,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,2323,019,46,3,18,1171218,1928360,2006,04/15/2016 08:55:02 AM,41.95889193,-87.645921469,"(41.95889193, -87.645921469)"
5070602,HM506062,07/29/2006 01:27:14 AM,007XX N ELIZABETH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1324,012,27,24,18,1167721,1905136,2006,04/15/2016 08:55:02 AM,41.895240304,-87.659448793,"(41.895240304, -87.659448793)"
5070607,HM667438,10/18/2006 07:00:00 AM,070XX S CREGIER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0332,003,5,43,08B,1189419,1858653,2006,04/15/2016 08:55:02 AM,41.767193232,-87.581253459,"(41.767193232, -87.581253459)"
5070608,HM675230,10/21/2006 08:00:00 PM,055XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1522,015,29,25,14,1139325,1899471,2006,04/15/2016 08:55:02 AM,41.880259491,-87.763879259,"(41.880259491, -87.763879259)"
5070609,HM677238,10/22/2006 02:00:00 PM,056XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,0234,002,20,40,06,1179886,1867721,2006,04/15/2016 08:55:02 AM,41.79230014,-87.615918194,"(41.79230014, -87.615918194)"
5070611,HM102995,01/02/2006 07:13:00 PM,066XX S SANGAMON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0723,007,17,68,15,1171119,1860828,2006,04/15/2016 08:55:02 AM,41.773581213,-87.648266694,"(41.773581213, -87.648266694)"
5070612,HM677087,10/20/2006 02:00:00 PM,018XX W SCHOOL ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1924,019,32,5,06,1163474,1921940,2006,04/15/2016 08:55:02 AM,41.941442062,-87.674572837,"(41.941442062, -87.674572837)"
5070613,HM520857,08/05/2006 03:37:51 AM,013XX W WESTGATE TER,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,RESIDENCE,true,false,1213,012,25,28,22,1167686,1897214,2006,04/15/2016 08:55:02 AM,41.873502506,-87.659805695,"(41.873502506, -87.659805695)"
5070614,HM500760,07/26/2006 04:53:00 PM,023XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,0134,001,3,33,18,1176681,1888910,2006,04/15/2016 08:55:02 AM,41.850517353,-87.627031661,"(41.850517353, -87.627031661)"
5070615,HM677151,09/01/2006 08:00:00 PM,051XX S DREXEL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2124,002,4,41,26,1183121,1870994,2006,04/15/2016 08:55:02 AM,41.801206832,-87.60395424,"(41.801206832, -87.60395424)"
5070616,HM666217,10/17/2006 07:15:00 PM,066XX S VERNON AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,0312,003,20,42,04B,1180386,1861185,2006,04/15/2016 08:55:02 AM,41.774353267,-87.614285206,"(41.774353267, -87.614285206)"
5070617,HM677226,10/22/2006 10:30:00 PM,053XX S OAK PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0811,008,23,56,05,1131953,1868505,2006,04/15/2016 08:55:02 AM,41.795414776,-87.791665981,"(41.795414776, -87.791665981)"
5070618,HM677176,10/22/2006 02:15:00 PM,049XX W CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,1531,015,37,25,08B,1143247,1904860,2006,04/15/2016 08:55:02 AM,41.894975237,-87.749343248,"(41.894975237, -87.749343248)"
5070620,HM677147,06/01/2006 12:01:00 AM,043XX W CERMAK RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1013,010,22,29,06,1147566,1889013,2006,04/15/2016 08:55:02 AM,41.851407425,-87.733887015,"(41.851407425, -87.733887015)"
5070623,HM523430,08/06/2006 01:26:13 PM,062XX S TROY ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0823,008,15,66,19,1156456,1863183,2006,04/15/2016 08:55:02 AM,41.780351628,-87.701954973,"(41.780351628, -87.701954973)"
5070627,HM661211,10/14/2006 05:00:00 PM,041XX N LAWLER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1624,016,45,15,14,1141951,1927076,2006,04/15/2016 08:55:02 AM,41.955962346,-87.753551475,"(41.955962346, -87.753551475)"
5070628,HM676249,10/22/2006 09:30:00 PM,007XX E 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0624,006,6,44,26,1182734,1852793,2006,04/15/2016 08:55:02 AM,41.751270583,-87.605938082,"(41.751270583, -87.605938082)"
5070629,HM676575,10/21/2006 12:30:00 PM,062XX S EVANS AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0313,003,20,42,05,1182292,1863851,2006,04/15/2016 08:55:02 AM,41.781625079,-87.607215695,"(41.781625079, -87.607215695)"
5070630,HM524371,08/06/2006 11:08:55 PM,078XX S YATES BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0414,004,7,43,18,1193556,1853551,2006,04/15/2016 08:55:02 AM,41.753092687,-87.566256674,"(41.753092687, -87.566256674)"
5070632,HM677185,10/20/2006 03:00:00 PM,064XX S ELLIS AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0314,003,20,42,05,1184165,1862429,2006,04/15/2016 08:55:02 AM,41.777679377,-87.600393347,"(41.777679377, -87.600393347)"
5070633,HM677265,10/21/2006 09:00:00 AM,025XX W CHARLESTON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1431,014,1,22,11,1159358,1914082,2006,04/15/2016 08:55:02 AM,41.919964976,-87.68991752,"(41.919964976, -87.68991752)"
5070634,HM500827,07/26/2006 03:06:00 PM,022XX N KILPATRICK AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,2522,025,31,19,18,1144691,1914496,2006,04/15/2016 08:55:02 AM,41.921390357,-87.743796521,"(41.921390357, -87.743796521)"
5070641,HM677308,10/23/2006 01:45:00 PM,075XX S STONY ISLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,BANK,false,false,0411,004,5,43,26,1188123,1855151,2006,04/15/2016 08:55:02 AM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
5070645,HM525358,08/07/2006 12:42:14 PM,051XX S RACINE AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,SIDEWALK,true,false,0933,009,16,61,22,1169191,1870802,2006,04/15/2016 08:55:02 AM,41.80099297,-87.65504587,"(41.80099297, -87.65504587)"
5070647,HM506071,07/29/2006 02:01:22 AM,040XX S ARCHER AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,true,false,0912,009,12,58,18,1158454,1877729,2006,04/15/2016 08:55:02 AM,41.820227299,-87.694233413,"(41.820227299, -87.694233413)"
5070648,HM676966,10/18/2006 07:00:00 AM,007XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0132,001,2,32,06,1177389,1897003,2006,04/15/2016 08:55:02 AM,41.872709056,-87.624187857,"(41.872709056, -87.624187857)"
5070653,HM506072,07/29/2006 01:58:30 AM,037XX W 13TH ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1011,010,24,29,26,1151800,1893789,2006,04/15/2016 08:55:02 AM,41.864431175,-87.718221522,"(41.864431175, -87.718221522)"
5070654,HM676535,10/23/2006 03:30:00 AM,072XX S EBERHART AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0323,003,6,69,05,1180832,1857033,2006,04/15/2016 08:55:02 AM,41.762949512,-87.612777775,"(41.762949512, -87.612777775)"
5070656,HM506074,07/29/2006 01:51:59 AM,036XX W ARMITAGE AVE,2022,NARCOTICS,POSS: COCAINE,OTHER,true,false,2535,025,26,22,18,1151631,1913041,2006,04/15/2016 08:55:02 AM,41.917263956,-87.718335376,"(41.917263956, -87.718335376)"
5070665,HM677020,09/11/2006 08:00:00 AM,114XX S LOOMIS ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2234,022,34,75,06,1169045,1828996,2006,04/15/2016 08:55:02 AM,41.686274647,-87.656786694,"(41.686274647, -87.656786694)"
5070668,HM677345,10/23/2006 12:00:00 PM,013XX W 49TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,false,false,0933,009,20,61,06,1168265,1872273,2006,04/15/2016 08:55:02 AM,41.80504956,-87.658399467,"(41.80504956, -87.658399467)"
5070669,HM676502,10/23/2006 02:10:00 AM,061XX S COTTAGE GROVE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0313,003,20,42,05,1182617,1864574,2006,04/15/2016 08:55:02 AM,41.783601519,-87.606001759,"(41.783601519, -87.606001759)"
5070670,HM506081,07/29/2006 02:15:51 AM,081XX S AVALON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0411,004,8,45,18,1185960,1851227,2006,04/15/2016 08:55:02 AM,41.746897872,-87.594165822,"(41.746897872, -87.594165822)"
5070672,HM677347,10/23/2006 07:30:00 AM,026XX W 15TH PL,0820,THEFT,$500 AND UNDER,FACTORY/MANUFACTURING BUILDING,false,false,1023,010,28,29,06,1159049,1892297,2006,04/15/2016 08:55:02 AM,41.860191366,-87.69165141,"(41.860191366, -87.69165141)"
5070675,HM677357,10/22/2006 11:00:00 AM,100XX W OHARE ST,0890,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,false,false,1651,016,41,76,06,1100658,1934241,2006,04/15/2016 08:55:02 AM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
5070683,HM677353,10/23/2006 11:00:00 AM,060XX S CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0825,008,15,66,07,1160739,1864538,2006,04/15/2016 08:55:02 AM,41.783982565,-87.686215293,"(41.783982565, -87.686215293)"
5070684,HM506105,07/29/2006 02:25:30 AM,015XX N FREMONT ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1822,018,43,8,16,1169968,1910137,2006,04/15/2016 08:55:02 AM,41.908914624,-87.651050097,"(41.908914624, -87.651050097)"
5070685,HM675257,10/21/2006 09:00:00 PM,076XX S RACINE AVE,0810,THEFT,OVER $500,OTHER,false,false,0612,006,17,71,06,1169643,1854247,2006,04/15/2016 08:55:02 AM,41.755554244,-87.653867946,"(41.755554244, -87.653867946)"
5070689,HM669624,10/19/2006 11:00:00 AM,063XX S STONY ISLAND AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,0314,003,20,42,03,1187960,1863364,2006,04/15/2016 08:55:02 AM,41.780155491,-87.586451255,"(41.780155491, -87.586451255)"
5070690,HM673843,10/15/2006 09:00:00 AM,036XX S SEELEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0913,009,11,59,26,1163285,1880532,2006,04/15/2016 08:55:02 AM,41.827819073,-87.676432476,"(41.827819073, -87.676432476)"
5070693,HM506106,07/29/2006 02:42:17 AM,009XX W WEED ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1822,018,32,8,16,1169667,1910456,2006,04/15/2016 08:55:02 AM,41.909796543,-87.652146517,"(41.909796543, -87.652146517)"
5070703,HM670300,10/19/2006 08:00:13 PM,076XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0621,006,17,71,14,1171302,1854078,2006,04/15/2016 08:55:02 AM,41.755054371,-87.647793064,"(41.755054371, -87.647793064)"
5070707,HM677368,10/22/2006 09:00:00 PM,104XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0512,005,9,49,14,1180759,1835784,2006,04/15/2016 08:55:02 AM,41.704641408,-87.613696512,"(41.704641408, -87.613696512)"
5070710,HM673686,10/20/2006 03:45:00 PM,071XX S JEFFERY BLVD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0333,003,5,43,04B,1190776,1858184,2006,04/15/2016 08:55:02 AM,41.76587359,-87.576294705,"(41.76587359, -87.576294705)"
5070711,HM677373,10/23/2006 12:00:00 PM,039XX W 68TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0833,008,13,65,06,1151369,1858890,2006,04/15/2016 08:55:02 AM,41.768671936,-87.720717089,"(41.768671936, -87.720717089)"
5070728,HM677332,10/20/2006 10:00:00 PM,022XX S WESTERN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1034,010,25,31,06,1160721,1888891,2006,04/15/2016 08:55:02 AM,41.8508105,-87.685608239,"(41.8508105, -87.685608239)"
5070731,HM500830,07/26/2006 03:34:18 PM,028XX W 19TH ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),HOSPITAL BUILDING/GROUNDS,true,false,1022,010,12,30,18,1157372,1890584,2006,04/15/2016 08:55:02 AM,41.855524939,-87.6978538,"(41.855524939, -87.6978538)"
5070735,HM674963,10/22/2006 02:50:00 AM,086XX S MAY ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,ALLEY,false,false,0613,006,21,71,03,1170165,1847436,2006,04/15/2016 08:55:02 AM,41.736852608,-87.652152543,"(41.736852608, -87.652152543)"
5070736,HM677280,10/23/2006 12:00:00 AM,062XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2513,025,29,25,07,1134164,1909975,2006,04/15/2016 08:55:02 AM,41.909176258,-87.78258263,"(41.909176258, -87.78258263)"
5070741,HM676519,10/23/2006 01:19:00 AM,021XX E 71ST ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0333,003,5,43,05,1191936,1858282,2006,04/15/2016 08:55:02 AM,41.766114415,-87.572039808,"(41.766114415, -87.572039808)"
5070747,HM500840,07/26/2006 05:40:21 PM,028XX W LEXINGTON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1135,011,2,27,18,1157461,1896573,2006,04/15/2016 08:55:02 AM,41.871957572,-87.697364283,"(41.871957572, -87.697364283)"
5070748,HM677396,10/22/2006 06:00:00 PM,022XX E 93RD ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0413,004,7,48,06,1192894,1843744,2006,04/15/2016 08:55:02 AM,41.726197583,-87.569001792,"(41.726197583, -87.569001792)"
5070755,HM674277,10/21/2006 07:30:00 PM,044XX N SHERIDAN RD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2313,019,46,3,08B,1168805,1929617,2006,04/15/2016 08:55:02 AM,41.962393955,-87.654755973,"(41.962393955, -87.654755973)"
5070756,HM672462,10/20/2006 03:15:00 PM,074XX S JEFFERY BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0333,003,5,43,08B,1190838,1855740,2006,04/15/2016 08:55:02 AM,41.759165556,-87.576146311,"(41.759165556, -87.576146311)"
5070761,HM677288,10/20/2006 05:00:00 PM,042XX W IRVING PARK RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,false,false,1722,017,38,16,14,1147512,1926249,2006,04/15/2016 08:55:02 AM,41.953587933,-87.733129024,"(41.953587933, -87.733129024)"
5070762,HM500848,07/26/2006 05:05:00 PM,007XX S CALIFORNIA AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1135,011,2,27,18,1157822,1896484,2006,04/15/2016 08:55:02 AM,41.871706,-87.696041325,"(41.871706, -87.696041325)"
5070769,HM506137,07/29/2006 02:14:13 AM,051XX S SPRINGFIELD AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0822,008,23,62,18,1151242,1870167,2006,04/15/2016 08:55:02 AM,41.799620251,-87.720888185,"(41.799620251, -87.720888185)"
5070770,HM677407,10/20/2006 06:00:00 PM,009XX W FULTON MARKET,0890,THEFT,FROM BUILDING,OTHER,false,false,1212,012,27,28,06,1169909,1902059,2006,04/15/2016 08:55:02 AM,41.886749374,-87.65150267,"(41.886749374, -87.65150267)"
5070771,HM677402,10/23/2006 02:20:00 PM,030XX N MOBILE AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,2511,025,36,19,06,1133881,1919540,2006,04/15/2016 08:55:02 AM,41.935428738,-87.783396923,"(41.935428738, -87.783396923)"
5070772,HM656669,10/12/2006 06:30:00 PM,006XX E 75TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0624,006,6,69,03,1181675,1855418,2006,04/15/2016 08:55:02 AM,41.758498365,-87.609737854,"(41.758498365, -87.609737854)"
5070776,HM676314,10/22/2006 09:27:55 PM,019XX E 71ST PL,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,0333,003,5,43,26,1190562,1857968,2006,04/15/2016 08:55:02 AM,41.765286035,-87.577086035,"(41.765286035, -87.577086035)"
5070782,HM674146,10/17/2006 02:15:00 PM,031XX N BROADWAY,0890,THEFT,FROM BUILDING,OTHER,false,false,2332,019,44,6,06,1171708,1920879,2006,04/15/2016 08:55:02 AM,41.938353011,-87.644341137,"(41.938353011, -87.644341137)"
5070783,HM669220,10/08/2006 08:30:00 AM,071XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0324,003,5,43,08B,1186768,1858118,2006,04/15/2016 08:55:02 AM,41.765788342,-87.590987258,"(41.765788342, -87.590987258)"
5070785,HM674378,10/21/2006 02:45:00 PM,010XX W IRVING PARK RD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,false,false,2322,019,46,3,04A,1168633,1926730,2006,04/15/2016 08:55:02 AM,41.95447566,-87.655472308,"(41.95447566, -87.655472308)"
5070787,HM668729,10/19/2006 01:00:00 AM,015XX E 73RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0324,003,5,43,08B,1187788,1856893,2006,04/15/2016 08:55:02 AM,41.762402616,-87.587287613,"(41.762402616, -87.587287613)"
5070788,HM674268,10/21/2006 06:00:00 AM,004XX W FULLERTON PKWY,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2333,019,43,7,05,1172951,1916239,2006,04/15/2016 08:55:02 AM,41.925593163,-87.639910799,"(41.925593163, -87.639910799)"
5070791,HM669607,10/19/2006 12:20:00 PM,075XX S HARVARD AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0623,006,17,69,08B,1175371,1855056,2006,04/15/2016 08:55:02 AM,41.757648178,-87.632852174,"(41.757648178, -87.632852174)"
5070793,HM670768,10/20/2006 02:15:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0312,003,20,69,08B,1180005,1863280,2006,04/15/2016 08:55:02 AM,41.780110888,-87.615617777,"(41.780110888, -87.615617777)"
5070794,HM674611,10/21/2006 05:53:00 PM,042XX N HAZEL ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2322,019,46,3,05,1169724,1928267,2006,04/15/2016 08:55:02 AM,41.958669491,-87.651416696,"(41.958669491, -87.651416696)"
5070795,HM671037,10/20/2006 07:50:00 AM,0000X E 95TH ST,0460,BATTERY,SIMPLE,GAS STATION,true,false,0634,006,6,49,08B,1178071,1841986,2006,04/15/2016 08:55:02 AM,41.72172175,-87.623352254,"(41.72172175, -87.623352254)"
5070796,HM669996,10/17/2006 12:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0312,003,20,69,26,1180028,1862398,2006,04/15/2016 08:55:02 AM,41.777690067,-87.615560446,"(41.777690067, -87.615560446)"
5070797,HM677451,10/21/2006 06:00:00 PM,045XX W BARRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2521,025,31,20,14,1145630,1920225,2006,04/15/2016 08:55:02 AM,41.937093512,-87.740200748,"(41.937093512, -87.740200748)"
5070798,HM670726,10/20/2006 12:23:00 AM,086XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,0632,006,6,44,06,1183075,1847768,2006,04/15/2016 08:55:02 AM,41.737473519,-87.604844389,"(41.737473519, -87.604844389)"
5070799,HM671054,10/20/2006 08:00:00 AM,094XX S ST LAWRENCE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0633,006,9,49,08B,1181896,1842412,2006,04/15/2016 08:55:02 AM,41.722803327,-87.609328932,"(41.722803327, -87.609328932)"
5070800,HM668943,10/19/2006 12:02:00 AM,064XX S EVANS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0312,003,20,42,26,1182325,1862520,2006,04/15/2016 08:55:02 AM,41.777971926,-87.60713592,"(41.777971926, -87.60713592)"
5070801,HM674332,10/21/2006 02:20:00 PM,042XX N HAZEL ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,2322,019,46,3,05,1169724,1928267,2006,04/15/2016 08:55:02 AM,41.958669491,-87.651416696,"(41.958669491, -87.651416696)"
5070802,HM677339,10/22/2006 02:30:00 PM,027XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1931,019,32,7,06,1162872,1918208,2006,04/15/2016 08:55:02 AM,41.93121391,-87.676890454,"(41.93121391, -87.676890454)"
5070803,HM506188,07/29/2006 03:15:38 AM,078XX S COLFAX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0421,004,7,43,18,1194881,1853464,2006,04/15/2016 08:55:02 AM,41.752821432,-87.561404022,"(41.752821432, -87.561404022)"
5070804,HM668583,09/01/2006 06:00:00 PM,063XX S INGLESIDE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0314,003,20,42,26,1183815,1863149,2006,04/15/2016 08:55:02 AM,41.779663301,-87.601653978,"(41.779663301, -87.601653978)"
5070806,HM672563,10/20/2006 09:30:00 PM,082XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0631,006,8,44,08B,1183338,1850575,2006,04/15/2016 08:55:02 AM,41.745170121,-87.603793656,"(41.745170121, -87.603793656)"
5070811,HM676499,10/23/2006 02:06:22 AM,065XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0312,003,20,42,14,1180371,1861794,2006,04/15/2016 08:55:02 AM,41.776024768,-87.614321528,"(41.776024768, -87.614321528)"
5070812,HM677486,10/22/2006 06:15:00 PM,057XX S CICERO AVE,0890,THEFT,FROM BUILDING,AIRPORT/AIRCRAFT,false,false,0813,008,23,56,06,1145654,1866253,2006,04/15/2016 08:55:02 AM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
5070813,HM555679,08/22/2006 02:30:00 PM,020XX N CICERO AVE,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,2522,025,31,19,18,1144058,1913292,2006,04/15/2016 08:55:02 AM,41.918098376,-87.746152637,"(41.918098376, -87.746152637)"
5070814,HM677489,10/23/2006 03:00:00 PM,049XX S VINCENNES AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,0223,002,4,38,26,1180406,1872344,2006,04/15/2016 08:55:02 AM,41.804974136,-87.613869568,"(41.804974136, -87.613869568)"
5070817,HM555637,08/22/2006 03:10:19 PM,037XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1011,010,24,29,18,1151680,1894454,2006,04/15/2016 08:55:02 AM,41.86625837,-87.718644564,"(41.86625837, -87.718644564)"
5070818,HM555629,08/22/2006 02:39:57 PM,070XX N CLARK ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2423,024,49,1,16,1163404,1946817,2006,04/15/2016 08:55:02 AM,42.009706977,-87.674126516,"(42.009706977, -87.674126516)"
5070819,HM675031,10/22/2006 05:00:00 AM,071XX S EXCHANGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,false,false,0334,003,7,43,14,1193630,1857975,2006,04/15/2016 08:55:02 AM,41.765230674,-87.565840859,"(41.765230674, -87.565840859)"
5070820,HM673292,10/21/2006 07:45:00 AM,091XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0633,006,6,44,14,1183156,1844727,2006,04/15/2016 08:55:02 AM,41.729126787,-87.604641957,"(41.729126787, -87.604641957)"
5070821,HM677467,09/26/2006 12:00:00 AM,029XX N ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,1931,019,32,6,10,1165142,1919763,2006,04/15/2016 08:55:02 AM,41.935432921,-87.668504341,"(41.935432921, -87.668504341)"
5070822,HM670545,10/19/2006 10:25:00 PM,042XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2322,019,46,3,08B,1168837,1928412,2006,04/15/2016 08:55:02 AM,41.959086698,-87.65467341,"(41.959086698, -87.65467341)"
